က	ka̰
အညီ	ʔəɲì
အညောင်းဆန့်	ʔəɲáʊɴsʰa̰ɴ
အဋဋ	ʔətəta̰
အဋ္ဌဂံ	ʔaʔtʰəgàɴ
အဋ္ဌင်္ဂသီလ	ʔaʔtʰɪ̀ɴga̰θìla̰
အဋ္ဌမ	ʔaʔtʰəma̰
အဏုဇီဝဗေဒ	ʔənṵzìwa̰bèda̰
အဏုမြူ	ʔənṵmjù
အဏုမြူဗုံး	ʔənṵmjùbóʊɴ
အဏုမြူလက်နက်	ʔənṵmjùlɛʔnɛʔ
အဏ္ဏဝါ	ʔàɴnəwà
အဏ္ဏဝါဗေဒ	ʔànnəwàbèda̰
အတင်း	ʔətɪ́ɴ
အတည်	ʔətì
အတည်ပြု	ʔətìpjṵ
အတန်း	ʔətáɴ
အတာ	ʔətà
အတာအိုး	ʔətàʔó
အတားအဆီး	ʔətáʔəsʰí
အတိတ်	ʔəteɪʔ
အတိုက်အခံ	ʔətaɪʔʔəkʰàɴ
အတိုင်ပင်ခံ	ʔətàɪɴbɪ̀ɴgàɴ
အတိုင်း	ʔətáɪɴ
အတိုး	ʔətó
အတီမျှ	ʔətìm̥ja̰
အတီး	ʔətí
အတူ	ʔətù
အတူတူ	ʔətùdù
အတောင်	ʔətàʊɴ
အတ္တ	ʔaʔta̰
အတ္တဒဿီ	ʔaʔta̰daʔθì
အတ္တဒဿီဘုရား	ʔaʔta̰dətθìpʰəjá
အတွင်း	ʔətwɪ́ɴ
အတွင်းခံ	ʔətwɪ́ɴgàɴ
အတွင်းစကား	ʔətwɪ́ɴzəgá
အတွင်းတာရာ	ʔətwɪ́ɴtàjà
အတွင်းရန်	ʔətwɪ́ɴjàɴ
အတွင်းဝန်	ʔətwɪ́ɴwʊ̀ɴ
အတွဲ	ʔətwɛ́
အထက်	ʔətʰɛʔ
အထက်လွှတ်တော်	ʔətʰɛʔl̥ʊʔtɔ̀
အထက်သား	ʔətʰɛʔðá
အထင်	ʔətʰɪ̀ɴ
အထပ်	ʔətʰaʔ
အထပ်မုန့်	ʔətʰaʔmo̰ʊɴ
အထိ	ʔətʰḭ
အထိန်း	ʔətʰéɪɴ
အထိမ်းအမှတ်	ʔətʰéɪɴʔəm̥aʔ
အထီး	ʔətʰí
အထုပ်	ʔətʰoʊʔ
အထုံးအဖွဲ့	ʔətʰóʊɴʔəpʰwɛ̰
အထဲ	ʔətʰɛ́
အထွတ်	ʔətʰʊʔ
အထွေထွေအတွင်းရေးမှူးချုပ်	ʔətʰwètʰwèʔətwɪ́ɴjém̥údʑoʊʔ
အဒေါ်	ʔədɔ̀
အဓမ္မ	ʔədəma̰
အဓိက	ʔədḭka̰
အဓိကရုဏ်း​	ʔədḭka̰jóʊɴ
အဓိဋ္ဌာန်	ʔədìttʰàn
အဓိပတိ	ʔədḭbədḭ
အဓိပ္ပါယ်	ʔədeɪʔbɛ̀
အနက်	ʔənɛʔ
အနဂ္ဂ	ʔa̰nɛʔga̰
အနည်း	ʔənɛ́
အနည်းစု	ʔənɛ́zṵ
အနတ္တ	ʔənaʔta̰
အနန္တ	ʔənàɴda̰
အနန္တောအနန္တငါးပါး	ʔənàɴdɔ́ʔənda̰ŋápá
အနာကြီးရောဂါ	ʔənàdʑíjɔ́gà
အနာဂတ်	ʔənàgaʔ
အနား	ʔəná
အနားယူ	ʔənájù
အနိစ္စ	ʔəneɪʔsa̰
အနို့	ʔəno̰
အနီ	ʔənì
အနုခရာ	ʔənṵkʰəjà
အနုတ်လက္ခဏာ	ʔən̥oʊʔlɛʔkʰənà
အနုပညာ	ʔənṵpjɪ̀ɴɲà
အနုရာဓပူရ	ʔənṵjàda̰pùɹa̰
အနုရုဒ္ဓါ	ʔənṵjoʊʔdà
အနောက်	ʔənaʊʔ
အနောက်တောင်	ʔənaʊʔtàʊɴ
အနောက်မြောက်	ʔənaʊʔmjaʊʔ
အနောက်ဝန်	ʔənaʊʔwʊ̀ɴ
အနောင်	ʔənàʊɴ
အနောမဒဿီ	ʔənɔ́mədətθì
အနောမဒဿီဘုရား	ʔənɔ́mədaʔθìpʰəjá
အနော်ရထာ	ʔənɔ̀jətʰà
အနံ့	ʔəna̰ɴ
အန္တရာယ်	ʔàɴdəjɛ̀
အန္တာတိက	ʔàɴtàtḭka̰
အန်	ʔàɴ
အန်ကယ်	ʔàɴkɛ̀
အန်ကူးမုန့်	ʔàɴkúmo̰ʊɴ
အန်တီ	ʔàɴtì
အန်နီမဲ	ʔàɴnìmɛ́
အန်ပေါင်း	ʔàɴpáʊɴ
အနွယ်	ʔənwɛ̀
အနှစ်	ʔən̥ɪʔ
အနှိပ်	ʔən̥eɪʔ
အနှီဟာ	ʔən̥ìhà
အနှီး	ʔən̥í
အပင်	ʔəpɪ̀ɴ
အပတ်	ʔəpaʔ
အပတ်စဉ်	ʔa̰paʔzɪ̀ɴ
အပန်းဖြေ	ʔəpáɴpʰjè
အပိုင်း	ʔəpáɪɴ
အပိုဒ်	ʔəpaɪʔ
အပူ	ʔəpù
အပေါက်	ʔəpaʊʔ
အပေါက်ဝ	ʔəpaʊʔwa̰
အပေါင်	ʔəpàʊɴ
အပေါင်းလက္ခဏာ	ʔəpáʊɴlɛʔkʰənà
အပေါ့	ʔəpɔ̰
အပေါ့သွား	ʔəpɔ̰θwá
အပေါ်	ʔəpɔ̀
အပေါ်အင်္ကျီ	ʔəpɔ̀ʔɪ́ɴdʑì
အပ်	ʔaʔ
အပ်ချည်	ʔaʔtɕʰì
အပ်ချုပ်စက်	ʔaʔtɕʰoʊʔsɛʔ
အပ်ချုပ်သမား	ʔaʔtɕʰoʊʔðəmá
အပ်ထောက်	ʔaʔtʰaʊʔ
အပျော်အပါး	ʔəpjɔ̀ʔəpá
အပြင်	ʔəpjɪ̀ɴ
အပြစ်	ʔəpjɪʔ
အပြစ်ပေး	ʔəpjɪʔpé
အပြည်ပြည်ဆိုင်ရာ	ʔəpjìpjìsʰàɪɴjà
အပြာ	ʔəpjà
အပြာကား	ʔəpjàká
အပြာမယ်	ʔəpjàmɛ̀
အပြိုင်	ʔəpjàɪɴ
အပြီးသတ်	ʔəpjíðaʔ
အပြုအမူ	ʔəpjṵʔəmù
အပြုံး	ʔəpjóʊɴ
အပြော	ʔəpjɔ́
အပွင့်	ʔəpwɪ̰ɴ
အဖ	ʔəpʰa̰
အဖတ်	ʔəpʰaʔ
အဖန်ခြောက်	ʔəpʰàɴdʑaʊʔ
အဖို	ʔəpʰò
အဖို့	ʔəpʰo̰
အဖိုး	ʔəpʰó
အဖိုးကြီး	ʔəpʰótɕí
အဖုံဖုံ	ʔəpʰòʊɴbòʊɴ
အဖုံး	ʔəpʰóʊɴ
အဖေ	ʔəpʰè
အဖော်	ʔəpʰɔ̀
အဖေ့	ʔəpʰḛ
အဖျား	ʔəpʰjá
အဖျားဖြတ်ဆေး	ʔa̰pʰjápʰjaʔsʰé
အဖြစ်အပျက်	ʔəpʰjɪʔʔəpjɛʔ
အဖြူ	ʔəpʰjù
အဖြေ	ʔəpʰjè
အဖွဲ့	ʔəpʰwɛ̰
အဖွဲ့ချုပ်	ʔəpʰwɛ̰dʑoʊʔ
အဖွဲ့ဝင်	ʔəpʰwɛ̰wɪ̀ɴ
အဗဗ	ʔəbəba̰
အဗ္ဗုဒ	ʔaʔboʊʔda̰
အဘ	ʔəba̰
အဘယဋ္ဌာန	ʔəbəjaʔtʰàna̰
အဘိဓာန်	ʔəbḭdàɴ
အဘိုး	ʔəpʰó
အဘိုးကြီး	ʔəpʰódʑí
အဘီ	ʔa̰bì
အဘူဒါဘီ	ʔa̰bùdàbì
အဘွား	ʔəpʰwá
အမ	ʔəma̰
အမင်း	ʔəmɪ́ɴ
အမည်	ʔəmjì
အမည်း	ʔəmɛ́
အမတ်	ʔəmaʔ
အမယ်	ʔəmɛ̀
အမရပူရ	ʔəməɹa̰pùɹa̰
အမာ	ʔa̰mà
အမိ	ʔəmḭ
အမိန့်	ʔəmḛɪɴ
အမိန့်ရှိပါ	ʔəmḛɪɴʃḭbà
အမိမြေ	ʔəmḭmjè
အမိုး	ʔəmó
အမီးဗား	ʔəmíbá
အမုန်း	ʔəmóʊɴ
အမူအရာ	ʔəmùʔəjà
အမေ	ʔəmè
အမေရိက	ʔəmèɹḭka̰
အမေရိကန်	ʔəmèɹḭkàɴ
အမေရိကန်ပြည်ထောင်စု	ʔəmèɹḭkàɴpjìdàʊɴzṵ
အမေလိုး	ʔəmèló
အမေး	ʔəmé
အမဲလိုက်	ʔəmɛ́laɪʔ
အမဲသား	ʔəmɛ́ðá
အမဲသားမစားပါဘူး	ʔəmɛ́ðáməsábàbú
အမ်စတာဒမ်	ʔàɴsətàdàɴ
အမ်မန်	ʔàɴmàɴ
အမျက်တော်ရှ	ʔəmjɛʔdɔ̀ʃa̰
အများ	ʔəmjá
အများစု	ʔəmjázṵ
အမျိုး	ʔəmjó
အမျိုးဇာတ်	ʔəmjózaʔ
အမျိုးလေးပါး	ʔəmjólébá
အမျိုးသမီး	ʔəmjóðəmí
အမျိုးသမီးလစဉ်သုံးပစ္စည်း	ʔa̰mjóðəmíla̰zɪ̀ɴθóʊɴpjɪʔsí
အမျိုးသား	ʔəmjóðá
အမျိုးသားစိတ်	ʔəmjóðáseɪʔ
အမျိုးသားနေ့	ʔəmjóðánḛ
အမျိုးသားမော်ကွန်းတိုက်	ʔəmjóðámɔ̀gʊ́ɴtaɪʔ
အမျိုးသားလွှတ်တော်	ʔəmjóðál̥ʊʔtɔ̀
အမျိုးသားသီချင်း	ʔəmjóðáθətɕʰɪ́ɴ
အမျိုးသားဥယျာဉ်	ʔəmjóðáʔṵjɪ̀ɴ
အမျိုးအနွယ်	ʔəmjóʔənwɛ̀
အမျှင်	ʔəm̥jɪ̀ɴ
အမြင်	ʔəmjɪ̀ɴ
အမြစ်	ʔəmjɪʔ
အမြတ်	ʔəmjaʔ
အမြန်	ʔəmjàɴ
အမြီး	ʔəm̥í
အမြောက်	ʔəmjaʊʔ
အမြဲ	ʔəmjɛ́
အမြဲတမ်း	ʔəmjɛ́dáɴ
အမြွှာ	ʔəm̥wà
အမြှုပ်	ʔəm̥joʊʔ
အမြှောက်လက္ခဏာ	ʔəm̥jaʊʔlɛʔkʰənà
အမွေ	ʔəmwè
အမွေခံ	ʔəmwèkʰàɴ
အမွေခံ	ʔəmwègàɴ
အမွေခွဲ	ʔəmwèkʰwɛ́
အမွေအနှစ်	ʔəmwèʔən̥ɪʔ
အမွေး	ʔəmwé
အမွှေး	ʔəm̥wé
အမွှေးတိုင်	ʔəm̥wédàɪɴ
အမှတ်	ʔəm̥aʔ
အမှတ်တံဆိပ်	ʔəm̥aʔdəzeɪʔ
အမှန်တရား	ʔəm̥àɴtəjá
အမှာ	ʔəm̥à
အမှား	ʔəm̥á
အမှိုက်	ʔəm̥aɪʔ
အမှိုက်သရိုက်	ʔəm̥aɪʔθəjaɪʔ
အမှုန့်	ʔəm̥o̰ʊɴ
အမှုန်	ʔəm̥òʊɴ
အယုဓျာ	ʔəjoʊʔdəjà
အယူ	ʔəjù
အယူဝါဒ	ʔəjùwàda̰
အယ်ဆာဗေဒို	ʔɛ̀sʰàbèdò
အယ်လဂျီးယား	ʔəla̰dʑíjá
အယ်လဘမ်	ʔɛ̀ləbàɴ
အယ်လ်ကိုဟော	ʔɛ̀lkòhɔ́
အယ်လ်ဂျီးရီးယား	ʔɛ̀ldʑíɹíjá
အယ်လ်ဘေးနီးယား	ʔɛ̀lbéníjá
အရက်	ʔəjɛʔ
အရက်ဆိုင်	ʔəjɛʔsʰàɪɴ
အရင်း	ʔəjɪ́ɴ
အရင်းရှင်	ʔəjɪ́ɴʃɪ̀ɴ
အရင်းရှင်ဝါဒ	ʔəjɪ́ɴʃɪ̀ɴwàda̰
အရင်းအနှီး	ʔəjɪ́ɴʔən̥í
အရည်	ʔəjì
အရပ်	ʔəjaʔ
အရပ်သား	ʔəjaʔθá
အရမ်း	ʔəjáɴ
အရသာ	ʔəja̰ðà
အရာ	ʔəjà
အရာခံဗိုလ်	ʔəjàgàɴbò
အရိပ်	ʔəjeɪʔ
အရိမဒ္ဒနာပူရ	ʔa̰ɹḭmàddənàpùɹa̰
အရိုး	ʔəjó
အရိုးစု	ʔəjózṵ
အရိုးပဒေသာ	ʔəjóbədèθà
အရိုးပျော့နာ	ʔa̰jópjɔ̰nà
အရီး	ʔəjí
အရီးကြီး	ʔəjídʑí
အရီးလေး	ʔəjílé
အရုဏ်	ʔàjòʊɴ
အရုဏ်တက်	ʔa̰jòʊɴtɛʔ
အရုပ်	ʔəjoʊʔ
အရုပ်စာ	ʔəjoʊʔsà
အရေ	ʔəjè
အရေပြား	ʔəjèbjá
အရေပြားရောဂါ	ʔəjèbjájɔ́gà
အရေအတွက်	ʔəjèʔətwɛʔ
အရောင်	ʔəjàʊɴ
အရောင်တင်မှုန့်	ʔəjàʊɴtɪ̀ɴm̥o̰ʊɴ
အရောင်းအဝယ်	ʔəjáʊɴʔəwɛ̀
အရေး	ʔa̰jé
အရေးကြီး	ʔa̰jétɕí
အရေးတော်ပုံ	ʔəjédɔ̀bòʊɴ
အရေးပိုင်	ʔa̰jébàɪɴ
အရံဂြိုဟ်	ʔəjàɴdʑò
အရွက်	ʔəjwɛʔ
အရွတ်	ʔəjʊʔ
အရွယ်ဆယ်ပါး	ʔəjwɛ̀sʰɛ̀bá
အရှင်	ʔəʃɪ̀ɴ
အရှင်ဘုရား	ʔəʃɪ̀ɴpʰəjá
အရှင်မင်းကြီး	ʔəʃɪ̀ɴmɪ́ɴdʑí
အရှင်မင်းမြတ်	ʔəʃɪ̀ɴmɪ́ɴmjaʔ
အရှိန်	ʔəʃèɪɴ
အရှုံး	ʔəʃóʊɴ
အရှေ့	ʔəʃḛ
အရှေ့တီမော	ʔəʃḛtìmè
အရှေ့တောင်	ʔəʃḛtàʊɴ
အရှေ့မြောက်	ʔəʃḛmjaʊʔ
အရှေ့အလယ်ပိုင်းဒေသ	ʔəʃḛʔa̰lɛ̀páɪɴdèθa̰
အရှေ့ဥရောပ	ʔəʃḛʔṵɹɔ́pa̰
အလက်	ʔəlɛʔ
အလင်း	ʔəlɪ́ɴ
အလင်းတန်း	ʔəlɪ́ɴdáɴ
အလင်္ကာ	ʔəlɪ̀ɴgà
အလတ်	ʔəlaʔ
အလယ်	ʔəlɛ̀
အလယ်ခေတ်	ʔəlɛ̀kʰɪʔ
အလယ်အာရှ	ʔəlɛ̀ʔàʃa̰
အလား	ʔəlá
အလိမ္မာ	ʔəlèɪɴmà
အလို	ʔəlò
အလိုရှိ	ʔəlòʃḭ
အလီ	ʔəlì
အလုပ်	ʔəloʊʔ
အလုပ်ပိတ်ရက်	ʔəloʊʔpeɪʔjɛʔ
အလုပ်ရုံ	ʔəloʊʔjòʊɴ
အလုပ်ရှင်	ʔəloʊʔʃɪ̀ɴ
အလုပ်လုပ်	ʔəloʊʔloʊʔ
အလုပ်သမား	ʔəloʊʔθəmá
အလုပ်သမားနေ့	ʔəloʊʔθəmánḛ
အလုံး	ʔəlóʊɴ
အလူမီနီယမ်	ʔəlùmìnìjàɴ
အလောင်း	ʔəláʊɴ
အလေး	ʔəlé
အလေးသွား	ʔəléθwá
အလံ	ʔəlàɴ
အလံတိုင်	ʔəlàɴdàɪɴ
အလ္လာဟ်	ʔàllàh
အလျင်	ʔəjɪ̀ɴ
အလျင်	ʔəljɪ̀ɴ
အလျား	ʔəljá
အလျှံ	ʔəl̥jàɴ
အလွန်	ʔəlʊ̀ɴ
အလွမ်း	ʔəlwáɴ
အလှဆီ	ʔəl̥a̰zì
အလှမယ်	ʔəl̥a̰mɛ̀
အလှမ်း	ʔəl̥áɴ
အလှူဒါန	ʔəl̥ùdàna̰
အလှူရှင်	ʔəl̥ùʃɪ̀ɴ
အဝဂ်	ʔa̰wɛʔ
အဝင်	ʔəwɪ̀ɴ
အဝစား	ʔəwa̰zá
အဝတာရ	ʔa̰wa̰tàja̰
အဝတ်	ʔəwʊʔ
အဝတ်လျှောက်စက်	ʔəwʊʔʃaʊʔsɛʔ
အဝတ်အစား	ʔəwʊʔʔəsá
အဝါ	ʔəwà
အဝေး	ʔəwé
အသက်	ʔəθɛʔ
အသက်အာမံခံ	ʔəθɛʔʔàmàɴkʰàɴ
အသက်ဦးဆံပိုင်	ʔəθɛʔʔúsʰàɴbàɪɴ
အသင်	ʔəθɪ̀ɴ
အသင်း	ʔəθɪ́ɴ
အသင်္ချေ	ʔəθɪ̀ɴtɕʰè
အသည်း	ʔəθɛ́
အသည်းနှလုံး	ʔəθɛ́n̥əlóʊɴ
အသတ်	ʔa̰θaʔ
အသရေ	ʔəθa̰jè
အသား	ʔəθá
အသားညှပ်မုန့်	ʔəθáɲ̊aʔmo̰ʊɴ
အသားဓာတ်	ʔəθádaʔ
အသားမာ	ʔəθəmà
အသားဝါရောဂါ	ʔa̰θáwàjɔ́gà
အသိ	ʔəθḭ
အသိတရား	ʔəθḭtəjá
အသိပညာ	ʔəθḭpjɪ̀ɴɲà
အသိပညာရှင်	ʔəθḭpjɪ̀ɴɲàʃɪ̀ɴ
အသိုက်	ʔəθaɪʔ
အသီး	ʔəθí
အသုပ်	ʔəθoʊʔ
အသုပ်စုံ	ʔəθoʊʔsòʊɴ
အသုဘ	ʔa̰θṵba̰
အသုံး	ʔəθóʊɴ
အသုံးပြု	ʔəθóʊɴpjṵ
အသုံးပြုသူ	ʔa̰θóʊɴpjṵðù
အသူ	ʔa̰θù
အသေ	ʔəθè
အသော	ʔəθɔ́
အသံ	ʔəθàɴ
အသံထွက်	ʔəθàɴdwɛʔ
အသျှင်	ʔəʃɪ̀ɴ
အသွမ်း	ʔəθwáɴ
အသွားအလာ	ʔəθwáʔəlà
အာကာသ	ʔàkàθa̰
အာကာသစခန်း	ʔàkàθa̰səkʰáɴ
အာကာသစိုး	ʔàkàθa̰zó
အာကာသယာဉ်	ʔàkàθa̰jɪ̀ɴ
အာကာသယာဉ်မှူး	ʔàkàθa̰jɪ̀ɴm̥ú
အာခါ	ʔàkʰà
အာချာန်	ʔàtɕʰàɴ
အာဂျင်တီးနား	ʔàdʑɪ̀ɴtíná
အာဃာတ	ʔàgàta̰
အာစရိယ	ʔàsa̰ɹḭja̰
အာဆီယံ	ʔàsʰìjàɴ
အာဇာနည်	ʔàzànì
အာဇာနည်နေ့	ʔàzànìnḛ
အာဏာ	ʔànà
အာဏာရှင်	ʔànàʃɪ̀ɴ
အာဏာရှင်စနစ်	ʔànàʃɪ̀ɴsənɪʔ
အာဏာသား	ʔànàðá
အာဏာသိမ်း	ʔànàθéɪɴ
အာဏာသိမ်းမှု	ʔànàθéɪɴm̥ṵ
အာတိတ်	ʔàteɪʔ
အာတိတ်သမုဒ္ဒရာ	ʔàteɪʔθəmoʊʔdəjà
အာဒိဝန်	ʔàdḭwʊ̀ɴ
အာနန္ဒာ	ʔànàɴdà
အာနီ	ʔànì
အာနုဘော်	ʔànṵbɔ̀
အာပုံ	ʔàpòʊɴ
အာပူလျှာပူ	ʔàpùʃàpù
အာပေါ	ʔàpɔ́
အာပဲ့ခြောက်	ʔàbɛ̰tɕʰaʊʔ
အာဖဂန်နစ်စတန်	ʔàpʰəgàɴnɪʔsətàɴ
အာဖရိက	ʔàpʰəɹḭka̰
အာမခံ	ʔàma̰gàɴ
အာမခံသေတ္တာ	ʔàma̰gàɴθɪʔtà
အာမေဍိတ်	ʔàmèdeɪʔ
အာမေးနီးယား	ʔàméníjá
အာယုဗ္ဗေဒ	ʔàjoʊʔbèda̰
အာရပ်	ʔàɹaʔ
အာရာမ	ʔàjàma̰
အာရာမ်	ʔàjàɴ
အာရိုက်	ʔàjaɪʔ
အာရုံကြော	ʔàjòʊɴdʑɔ́
အာရုံငါးပါး	ʔàjòʊɴŋábá
အာရ်	ʔàɹ
အာရှ	ʔàʃa̰
အာလယ	ʔàləja̰
အာလာပသလ္လာပ	ʔàlàpa̰θəlàpa̰
အာလူး	ʔàlú
အာလူးပူရီ	ʔàlúpùjì
အာလူးဖုတ်	ʔàlúpʰoʊʔ
အာဝါဟဝိဝါဟ	ʔàwàha̰wḭwàha̰
အာဟာရ	ʔàhàja̰
အာဟာရဗေဒ	ʔàhàja̰bèda̰
အား	ʔá
အားကစား	ʔágəzá
အားကစားကွင်း	ʔágəzágwɪ́ɴ
အားကစားရုံ	ʔágəzájòʊɴ
အားကစားသမား	ʔágəzáðəmá
အားကိုး	ʔákó
အားနည်း	ʔánɛ́
အားနာ	ʔánà
အားနာပါးနာ	ʔánàpánà
အားလပ်	ʔálaʔ
အားလပ်ရက်	ʔálaʔjɛʔ
အားလုံး	ʔálóʊɴ
အိတ်	ʔeɪʔ
အိန္ဒိယ	ʔèɪɴdḭja̰
အိန္ဒြာ	ʔèɪɴdɹà
အိန္ဒြေ	ʔèɪɴdɹè
အိပ်	ʔeɪʔ
အိပ်ခန်း	ʔeɪʔkʰáɴ
အိပ်မက်	ʔeɪʔmɛʔ
အိပ်ရာ	ʔeɪʔjà
အိပ်ရာလိပ်	ʔeɪʔjàleɪʔ
အိမ်	ʔèɪɴ
အိမ်စာ	ʔèɪɴzà
အိမ်တက်မင်္ဂလာ	ʔèɪɴtɛʔmɪ̀ɴgəlà
အိမ်ထောင်	ʔèɪɴdàʊɴ
အိမ်ထောင်	ʔèɪɴtʰàʊɴ
အိမ်ထောင်ပြု	ʔèɪɴdàʊɴpjṵ
အိမ်ထောင်ရေး	ʔèɪɴdàʊɴjé
အိမ်နီးချင်း	ʔèɪɴnídʑɪ́ɴ
အိမ်ဖြူတော်	ʔèɪɴpʰjùdɔ̀
အိမ်မြှောင်	ʔèɪɴm̥jàʊɴ
အိမ်ရှင်မ	ʔèɪɴʃɪ̀ɴma̰
အိမ်ရှေ့မင်း	ʔèɪɴʃḛmɪ́ɴ
အိမ်ရှေ့မင်းသား	ʔèɪɴʃḛmɪ́ɴðá
အိမ်လည်	ʔèɪɴlè
အိမ်သာ	ʔèɪɴðà
အိမ်သာသုံးစက္ကူ	ʔèɪɴðàðóʊɴsɛʔkù
အိမ်သူ	ʔèɪɴðù
အို	ʔò
အိုက်စလန်	ʔaɪʔsəlàɴ
အိုက်တင်	ʔaɪʔtɪ̀ɴ
အိုင်	ʔàɪɴ
အိုင်ဒီယာ	ʔàɪɴdìjà
အိုင်ဗရီကို့စ်	ʔàɪɴbəɹìko̰s
အိုင်ယာလန်	ʔàɪɴjəlàɴ
အိုင်အိုင်	ʔàɪɴʔàɪɴ
အိုင်းယွန်း	ʔáɪɴjʊ́ɴ
အိုဇုန်း	ʔòzóʊɴ
အိုဗာတင်း	ʔòbàtɪ́ɴ
အိုမန်	ʔòmàɴ
အိုရှန်းနီးယား	ʔòʃáɴníjá
အိုလံပစ်	ʔòlàɴpɪʔ
အိုအေစစ်	ʔòʔèsɪʔ
အိုး	ʔó
အိုးထိန်းသည်	ʔódéɪɴðì
အီကြာကွေး	ʔìtɕàkwé
အီကွေတာ	ʔìkwètà
အီကွေတာဂီနီ	ʔìkwètàgìnì
အီကွေဒေါ	ʔìkwèdɔ́
အီဂျစ်	ʔìdʑɪʔ
အီစတာ	ʔìsətà
အီတလီ	ʔìta̰lì
အီနောင်	ʔìnàʊɴ
အီရတ်	ʔìɹaʔ
အီရန်	ʔìɹàɴ
အီရီထရီးယား	ʔìɹìtʰəɹíjá
အီလက်ထရွန်	ʔìlɛʔtʰəɹʊ̀ɴ
အီလက်ထရွန်နစ်	ʔìlɛʔtʰəɹʊ̀ɴnɪʔ
အီသီယိုးပီးယား	ʔìθìjópíjá
အီး	ʔí
အီးပါ	ʔípà
အီးပေါက်	ʔípaʊʔ
အီးမေးလ်	ʔímél
အုတ်	ʔoʊʔ
အုတ်ကြွပ်	ʔoʊʔtɕʊʔ
အုန်း	ʔóʊɴ
အုန်းဆီ	ʔóʊɴzì
အုန်းထမင်း	ʔóʊɴtʰəmɪ́ɴ
အုန်းနို့	ʔóʊɴno̰
အုန်းနို့ခေါက်ဆွဲ	ʔóʊɴno̰kʰaʊʔsʰwɛ́
အုန်းမှန်ကူ	ʔóʊɴm̥àɴgù
အုန်းသီးမှုန့်	ʔóʊɴθím̥o̰ʊɴ
အုပ်	ʔoʊʔ
အုပ်ချုပ်	ʔoʊʔtɕʰoʊʔ
အုံ့	ʔo̰ʊɴ
အုံး	ʔóʊɴ
အူ	ʔù
အူမကြီး	ʔùma̰dʑí
အေ	ʔè
အေသင်	ʔèθɪ̀ɴ
အောက်	ʔaʊʔ
အောက်ဆီဂျင်	ʔaʊʔsʰìdʑɪ̀ɴ
အောက်တိုဘာ	ʔaʊʔtòbà
အောက်မြစ်	ʔaʊʔmjɪʔ
အောက်လွှတ်တော်	ʔaʊʔl̥ʊʔtɔ̀
အောက်သား	ʔaʊʔðá
အောင်	ʔàʊɴ
အောင်ပန်း	ʔàʊɴpáɴ
အောင်ပွဲ	ʔàʊɴbwɛ́
အောင်မြင်	ʔàʊɴmjɪ̀ɴ
အောင်မြေ	ʔàʊɴmjè
အောင်လံ	ʔàʊɴlàɴ
အော့	ʔɔ̰
အော့စလို	ʔɔ̰səlò
အော့တဝ	ʔɔ̰ta̰wa̰
အော့အန်	ʔɔ̰ʔàɴ
အော်	ʔɔ̀
အော်ကေ့ကြည်	ʔɔ̀kḛtɕì
အော်ကွေ့	ʔɔ̀kwḛ
အော်ကွေ့ကြည်	ʔɔ̀kwḛtɕì
အော်တိုကရေစီ	ʔɔ̀tòkəɹèsì
အော်တိုမက်တစ်	ʔɔ̀tòmɛʔtɪʔ
အော်တိုမေးရှင်း	ʔɔ̀tòméʃɪ́ɴ
အော်ဒါ	ʔɔ̀dà
အော်ပရာ	ʔɔ̀pəɹà
အော်လီယန်း	ʔɔ̀lìjáɴ
အေး	ʔé
အဲဒါ	ʔɛ́dà
အဲဒါဘာလဲ	ʔɛ́dàbàlɛ́
အဲဒီ	ʔɛ́dì
အဲဒီဟာ	ʔɛ́dìhà
အဲလစ်ဇဘက်	ʔɛ́lɪʔza̰bɛʔ
အံဆွဲ	ʔàɴzwɛ́
ဣ	ʔḭ
ဣန္ဒါ	ʔḭndà
ဣန္ဒာ	ʔḭndà
ဣန္ဒြေ	ʔèɪɴdɹè
ဣရိယာပုတ်	ʔḭɹḭjàboʊʔ
ဤ	ʔì
ဥ	ʔṵ
ဥက္ကဋ္ဌ	ʔoʊʔkəθa̰
ဥက္ကာ	ʔoʊʔkà
