+	tasɯ
成長期に差し掛かり	seːtɕoːki ni saɕikakari
成長株	seitɕoɯkabɯ
成長段階によっても変化する	seːtɕoːda nkai ni ɪotte mo henka suru
成長点	seitɕoɯteɴ
成長率	seitɕoɯɾitsɯ
成長率	seːtɕoɯɾitsɯ
成長産業	seitɕoɯsaɴgjoɯ
成長路線	seitɕoɯɾoseɴ
成長過程	seitɕoɯkatei
成長過程	seːtɕoɯkatei
成長面	seitɕoɯmeɴ
成香	naɾikjoɯ
成駒	naɾi koma
成魚	seigjo
成鳥	seitɕoɯ
我	a
我	aɾe
我	ga
我	laɾɯ
我	wa
我	ware
我	ɰᵝa
我	ɰᵝaga
我	ɰᵝanɯ
我	ɰᵝaɾe
我	ɰᵝaɾo
我々	ɰᵝa
我々	ɰᵝaɾeɰᵝaɾe
我々ならなおさらだ	varevarenara naosarada
我々には	varevareniva
我々のチームの	varevare no tɕiːmu no
我々のチームは	varevare no tɕiːmuva
我々の恐怖は消し飛んだ	varevare no kjoːfuva keɕitonda
我々の金が安全なことを確約した	varevare no kan ega anzenna koto o kakuɪaku ɕita
我々は	varevareva
我々は大海原を漂流していた	varevareva oːunabaraoh joː rjuːɕite ita
我々は守っていかなくてはならない	varevareva mamotte ikanakuteva naranai
我々を	varevare o
我が	ɰᵝaga
我が	ɰᵝagɑ
我がこと	ɰᵝagakoto
我がち	ɰᵝaɾegatɕi
我がまま	ɰᵝagamama
我がもの	ɰᵝagamno
我がもの	ɰᵝagamono
我がものにする	ɰᵝagamononisɯɾɯ
我が世の春	ɰᵝagajonohaɾɯ
我が事	ɰᵝagakoto
我が事	ɰᵝagakotoo
我が事成れり	ɰᵝagakotonaɾeɾi
我が侭	ɰᵝagamama
我が儘	ɰᵝagamama
我が党	ɰᵝagatoɯ
我が君	ɰᵝagakimi
我が国	magakɯni
我が国	ɰᵝagakɯni
我が国は	ɰᵝaɰᵝaɾɯkɯniha
我が国民の生存を賭けたこの戦いは	vaga kokumin no seːzon o kaketa kono tatakaiva
我が夫	ɰᵝagatsɯma
我が妻	ɰᵝagatsɯma
我が子	ɰᵝagako
我が子	ɰᵝaŋakɔ
我が子のように慈しむ一面を持ち	vaga ko no ɪoː ni itsukuɕimu itɕimen o motɕi
我が家	oaᵑgaja
我が家	ɰᵝagaie
我が家	ɰᵝagaja
我が家にまさる所はない	vagaɪa ni masaru tokorovanai
我が家の恥	ɰᵝa gaja nohadʑi
我が家の裏山は	vagaɪa no uraɪamava
我が強い	gagatsɯjoi
我が強い	gagatsɯjoːi
我が意を得たり	ɰᵝagaioetaɾi
我が意を得る	ɰᵝagaioeɾɯ
我が敵の戦闘力を弱め	vaga teki no sentoː rjoku o ɪovame
我が方	ɰᵝagahoɯ
我が方は虚弱の実態にある	vaga hoːva kjodʑak uno dʑittai ni aru
我が旅行相談センターは	vaga rjokoː soːdan sentaːva
我が日本	ɰᵝaganihoɴ
我が校	ɰᵝagakoɯ
我が物	ɰᵝagamono
我が物にする	ɰᵝagamononisɯɾɯ
我が物顔	ɰᵝagamonogao
我が社	ɰᵝagaɕa
我が身	ɰᵝagami
我が身の不幸を愁える	vagami no fukoː ur eːru
我が身をつねって人の痛さを知れ	ɰᵝagamiotsɯnetːeçitonoitasaoɕiɾe
我が身を恨む	ɰᵝagamioɯɾamɯ
我が身を抓って人の痛さを知れ	ɰᵝagamiotsɯnetːeçitonoitasaoɕiɾe
我が輩	ɰᵝagahai
我しらず	ɰᵝaɾeɕiɾazɯ
我と思わんもの	ɰᵝaɾetoomoɰᵝaɴmono
我と思わん者	ɰᵝaɾetoomoɰᵝaɴmono
我ながら	ɰᵝaɾenagaɾa
我ながらひどく腹が立った	varenagara hidoku hara ga tatta
我にもあらず	ɰᵝaɾenimoaɾazɯ
我にもなく	ɰᵝaɾenimonakɯ
我にも無く	ɰᵝaɾenimonakɯ
我にも非ず	ɰᵝaɾenimoaɾazɯ
我に返る	ɰᵝanikaeɾɯ
我に返る	ɰᵝaɾenikaeɾɯ
我の強い	ganotsɯjoi
我も我も	ɰᵝaɾemoɰᵝaɾemo
我ら	ɰᵝaɾeɾa
我らが	ɰᵝaɾeɾaga
我れ	aɾe
我れ	ɰᵝaɾe
我を出す	gaodasɯ
我を張る	gaohaɾɯ
我を張る	gaoːhaɾɯ
我を忘れて愚痴を述べ	vareovasurete gutɕi o nobe
我を忘れる	ɰᵝaɾeoɰᵝasɯɾeɾɯ
我を折る	gaooɾɯ
我を立てる	gaotateɾɯ
我を通す	gao toɯsɯ
我を通す	gaotoosɯ
我主	ɰᵝanɯɕi
我乍ら	ɰᵝaɾenagaɾa
我事	ɰᵝakoto
我人	ɰᵝaçito
我人	ɰᵝaɾeçito
我人ども	ɰᵝaçitodomo
我侭	ɰᵝagamama
我僧	ɰᵝasoɯ
我儘	ɰᵝagamama
我先に	ɰᵝaɾesakini
我党	ɰᵝagatoɯ
我利	gaɾi
我利勉	gaɾibeɴ
我利我利	gaɾigaɾi
我利我利亡者	gaɾigaɾimoɯdʑa
我勝ち	ɰᵝaɾegatɕi
我国	ɰᵝagakɯni
我執	gaɕɯɯ
我宗の徒	ɰᵝagaɕɯɯnoto
我家	ɰᵝagae
我家	ɰᵝagaie
我家	ɰᵝagaja
我家	ɰᵝagie
我家	ɰᵝaie
我心	ɰᵝagakokoɾo
我思うゆえに我あり	ɰᵝaɾeomoɯjɯeniɰᵝaɾeaɾi
我思う故に我あり	ɰᵝaɾeomoɯjɯeniɰᵝaɾeaɾi
我思う故に我在り	ɰᵝaɾeomoɯjɯeniɰᵝaɾeaɾi
我思う故に我有り	ɰᵝaɾeomoɯjɯeniɰᵝaɾeaɾi
我情	gadʑoɯ
我意	gai
我慢	gamaɴ
我慢ができない	gaɾɯmaɴgadekinai
我慢しないで	gamaɴɕinaide
我慢できない	gaɾɯmaɴdekinai
我慢できる	gaɾɯmaɴdekioɾɯ
我慢強い	gamaɴzɯjoi
我慢比べ	gamaɴkɯɾabe
我慢汁	gamaɴdʑiɾɯ
我我	ɰᵝaɾeɰᵝaɾe
我方	ɰᵝagahoɯ
我楽多	gaɾakɯta
我楽多市	gaɾakɯtaitɕi
我欲	gajokɯ
我武者羅	gamɯɕaɾa
我殿	ɰᵝadono
我流	gaɾjɯɯ
我流	gaː
我物	ɰᵝagamono
我物にする	ɰᵝagamononisɯɾɯ
我物顔	ɰᵝagamonogao
我田引水	gadeɴiɴsɯi
我知らず	ɰᵝaɾeɕiɾazɯ
我社	ɰᵝagaɕa
我社の年間売り上げは	vagaɕa no nenkan uriageva
我等	ɰᵝaɾeɾa
我等が	ɰᵝaɾeɾaga
我等臣民たるものは父母に孝行を尽くし	varera ɕinmintaru monova hubo ni koːkoː tsu kuɕi
我褒め	ɰᵝaɾebome
我見	gakeɴ
我身	ɰᵝagami
我輩	ɰᵝagahai
我郎	ɰᵝaɾo
我郎	ɰᵝaɾoɯ
我関せず	ɰᵝaɾekaɴsezɯ
我鳴り立てる	ganaɾitateɾɯ
我鳴る	ganaɾɯ
戒	imaɕimeru
戒	iɴgoto
戒	kai
戒め	imaɕime
戒める	imaɕimeɾɯ
戒を破る	kaiojabɯɾɯ
戒具	kai kɯ
戒厳	kaigeɴ
戒厳令	kaigeɴɾei
戒名	kaimjoɯ
戒告	kaikokɯ
戒告処分	kaikokɯɕobɯɴ
戒壇	kaidaɴ
戒律	kaiɾitsɯ
戒律を守る	kaiɾitsɯomamɾɯ
戒律宗	kaiɾitsɯɕɯɯ
戒心	kaiɕiŋ
戒心	kaiɕiɴ
戒慎	kaiɕiɴ
戒行	kaigjoɯ
戒護	kaigo
戒飭	kaitɕokɯ
戒飭	kaiɕokɯ
或	aɾɯ
或いは	aɾɯiha
或いは	aɾɯiwa
或は	aɾɯha
或は	aɾɯiha
或る	aɾɯ
或る人	aɾɯdʑiɴ
或る人	aɾɯçito
或る意味で	aɾɯimide
或る日	aɾɯçi
或る時	aɾɯtoki
或る程度	aɾɯteido
或る程度	aɾɯteːdo
或る程度まで	aɾɯteidomade
或る種	aɾɯɕɯ
或日	aɾɯçi
戚	seki
戛々	katsɯkatsɯ
戛戛	katsɯkatsɯ
戛然	katsɯzeɴ
戛飛ばす	katːobasɯ
戞々	katsɯkatsɯ
戞戞	katsɯkatsɯ
戟	geki
戟	hoko
戦	ikusa
戦	ikɯsa
戦	sen
戦	seɴ
戦	tatakau
戦々兢々	seɴseɴkjoɯkjoɯ
戦々恐々	seɴseɴkjoɯkjoɯ
戦々慄々	seɴseɴɾitsɯɾitsɯ
戦い	takai
戦い	tatakai
戦いの中でキン肉マンは	tatakai no naka de kinnikumanva
戦いの庭	tatakainoniɰᵝa
戦いは	tatakaiva
戦いを挑む	tatakaioidomɯ
戦い抜く	tatakainɯkɯ
戦い方は	tatakai katava
戦う	tatakau
戦う	tatakaɯ
戦えば乃ち勝つ	tatakaebasɯnaɰᵝatɕikatsɯ
戦える	tatakaeɾɯ
戦き	ononoki
戦く	onokɯ
戦く	ononokɯ
戦く	ɰᵝananakɯ
戦ぐ	sojogɯ
戦わす	tatakaɰᵝasɯ
戦上手	kɯsa dʑoːzɯ
戦中	seɴtɕɯɯ
戦中派	seɴtɕɯɯha
戦乱	senlam
戦乱	seɴɾaɴ
戦乱の中で軍功を挙げた	senran no naka de gunkoː ag eta
戦乱を静めるための傭兵団である	senran o ɕizumeru tame no ɪoːheː dandearu
戦争	senso˨˩
戦争	seɴsoɯ
戦争	seɴsɯ
戦争が	sensoː ga
戦争がなくなりますように。	seɴsoɯ ganakɯnaɾimasɯjoɯni
戦争での発展を求める国家にとっては貴重であり	sensoː de no hatten o motomeru kokka ni totteva kitɕoːdeari
戦争に負けることがある	sensoː ni makeru koto ga aru
戦争の意味が	sensoː no imi ga
戦争の時	seɴsoɯnotoki
戦争の脅威にさらされている	sensoː no kjoːi ni sarasa rete iru
戦争の開始時点で止まってしまった	sensoː no kaiɕi dʑiten de tomatte ɕimatta
戦争は平和	seɴsoɯ va heːva
戦争を誘発する	seɴsoɯ ouːhatsɯ sɯɾɯ
戦争体験	seɴsoɯtaikeɴ
戦争保険	seɴsoɯhokeɴ
戦争屋	seɴsoɯja
戦争後	seɴsoɯgo
戦争心理	seɴsɕiɴɾiː
戦争戦略	seɴsoɯseɴɾjakɯ
戦争挑戦国	seɴsoɯtɕoɯseɴkɯni
戦争挑発	seɴsoɯtɕoɯhatsɯ
戦争文学	seɴsoɯbɯɴgakɯ
戦争映画	seɴ soɯ eːga
戦争映画	seɴsoɯeiga
戦争未亡人	seɴsoɯmiboɯdʑiɴ
戦争準備	seɴsoɯdʑɯɴbi
戦争犠牲者	seɴsoɯgiseiɕa
戦争犯罪	seɴsoɯhaɴzai
戦争犯罪人	seɴsoɯhaɴzainiɴ
戦争犯罪法廷	seɴsoɯhaɴzaihoɯtei
戦争状態	seɴsoɯdʑoɯtai
戦争状態	seɴsːoɯ dʑoɯtai
戦争行為	seɴsoɯkoɯi
戦争被害	seɴsoɯçigai
戦争計画	seɴsoɯkeikakɯ
戦争責任	seɴsoɯsekiniɴ
戦争賠償金	seɴsoɯbaiɕoɯkiɴ
戦備	seɴbi
戦傷	seɴɕoɯ
戦列	seɴɾetsɯ
戦列復帰	seɴɾetsɯɸɯkːi
戦利品	seɴɾiçiɴ
戦前	seɴzeɴ
戦前	sẽnzeɴ
戦前派	seɴzeɴha
戦力	seɴjokɯ
戦力	seɴɾjokɯ
戦力	seɴɾokɯ
戦力には程遠い	senrjokuniva hodotoːi
戦力外	seɴljoɯgai
戦力拮抗	seɴɾjokɯkikːoɯ
戦力組成	seɴɾjokɯsosei
戦功	seɴkoɯ
戦功	seɴoː
戦務	seɴmɯ
戦勝	seɴɕoɯ
戦勝国	seɴɕokokɯ
戦勝国	seɴɕoɯkokɯ
戦勝国は	senɕoː kokuva
戦勝者	seɴɕoɯɕa
戦化粧	ikɯsageɕoɯ
戦化粧	ikɯsakeɕoɯ
戦区	seɴkɯ
戦友	seɴjɯɯ
戦史	seɴɕi
戦国	seɴgokɯ
戦国の世の大名の娘としての	sengoku no ɪo no daimjoː no musume to ɕite no
戦国の世の覇者になることを画策	sengoku no ɪo no haɕa ni naru koto o gasaku
戦国七雄	seɴgokɯɕitɕijɯɯ
戦国乱世	seɴgokɯɾaɴsei
戦国大名	seɴgokɯdaimjoɯ
戦国時代	seɴgokɯdʑidai
戦国策	seɴokɯsakɯ
戦地	seɴtɕi
戦域	seɴiki
戦域ミサイル防衛	seɴikimisaiɾɯboɯei
戦場	seɴdʑoɯ
戦場	seɴmokɯ
戦場	zeɴdʑoɯ
戦場で初めてそれを知った彼女は	sendʑoː de hadʑimet esore o ɕitta kanodʑova
戦場で地獄を見た	seɴdʑoɯdedʑgokɯomita
戦場のメリークリスマス	seɴdʑoɯnomeɾiːkɯsɯmasɯ
戦場カメラマン	seɴdʑoɯkameɾamaɴ
戦場航空阻止	seɴdʑoɯkoɯkɯɯsoɕi
戦塵	seɴdʑiɴ
戦士	seɴɕi
戦局	seɴkjokɯ
戦局を覆すには至らなかった	senkjoku o kutsugaesuniva itaranakatta
戦役	seɴeki
戦後	sengo
戦後	seɴgo
戦後	se̞ɴgo
戦後は	sengova
戦後まもなく	sengo mamonaku
戦後史	seɴgoɕi
戦後復興	seɴgoɸɯkːoɯ
戦後恐慌	seɴgokjoɯkoɯ
戦後欧州	seɴgooɯɕɯɯ
戦後法	senohoɯ
戦後派	seɴgoha
戦意	seɴi
戦意喪失	seɴisoɯɕitsɯ
戦意高揚	seɴikoɯjoɯ
戦慄	seɴɾitsɯ
戦慄く	ɰᵝananakɯ
戦戦兢兢	seɴseɴkjoɯkjoɯ
戦戦恐恐	seɴseɴkjoɯkjoɯ
戦戦慄慄	seɴseɴɾitsɯɾitsɯ
戦戦栗栗	seɴseɴɾitsɯɾitsɯ
戦敗	seɴpai
戦斧	ikɯsaono
戦斧	seɴpɯ
戦旗	seɴki
戦時	seɴdʑi
戦時	sɛɴdʑi
戦時下	seɴdʑika
戦時中	seɴdʑitɕɯɯ
戦時体制	seɴdʑitaisei
戦時保険	seɴdʑihokeɴ
戦時公債	seɴdʑikoɯsai
戦時国際法	seɴdʑikokɯsaihoɯ
戦時産業	seɴdʑisaɴgjoɯ
戦時経済	seɴdʑikeizai
戦時色	seɴdʑiɕokɯ
戦果	seɴka
戦果	zeɴka
戦機	seɴki
戦歴	seɴdʑ
戦歴	seɴtek
戦歴	seɴɾeki
戦死	seɴɕi
戦死した各国の兵士達で構成されている	senɕi ɕita kakkoku no heːɕi tatɕi de koːseːs arete iru
戦死する	seɴʃisɯɾɯ
戦死者	seɴɕiɕa
戦死者	seɴɕiʕa
戦死者を弔うよう上奏して	senɕi ɕa o tomurau ɪoː dʑoːsoː ɕite
戦歿	seɴbotsɯ
戦歿	seɴbɯtsɯ
戦没	seɴbotsɯ
戦没者	seɴbotsɯɕa
戦没者慰霊碑	seɴbotsɯɕaiɾeiçi
戦没者追悼	seɴbotsɯɕatsɯitoɯ
戦没者追悼式	seɴbotsɯɕatsɯitoɯɕiki
戦没者追悼記念日	seɴbotsɯɕatsɯitoɯkineɴbi
戦況	seɴkjoɯ
戦法	seɴpoɯ
戦渦	seɴka
戦火	seɴka
戦火	seɴkai
戦災	seɴsai
戦災地区	seɴsaitɕikɯ
戦災孤児	seɴsaikodʑi
戦災孤児	seɴsaikoɯdʑi
戦災者	seɴsaiɕa
戦犯	seɴpaɴ
戦略	senjakɯ
戦略	seɴljakɯ
戦略	seɴɾakɯ
戦略	seɴɾjakɯ
戦略上	seɴɾjakɯdʑoɯ
戦略兵器	seɴɾjakɯheiki
戦略兵器削減条約	seɴɾjakɯheikisakɯgeɴdʑoɯjakɯ
戦略家	seɴɾakɯka
戦略家	seɴɾjakɯka
戦略情報システム	seɴɾjakɯdʑoɯhoɯɕisɯtemɯ
戦略核兵器	seɴɾjakɯkakɯheiki
戦略爆撃	seɴɾakɯbakɯgeki
戦略爆撃	seɴɾjakɯbakɯgeki
戦略爆撃機	seɴnjakɯbakɯgekiki
戦略物資	seɴɾjakɯbɯɕːi
戦略物質	seɴɾjakɯbɯɕːitsɯ
戦略的	seɴjakɯteki
戦略的	seɴɾjakɯteki
戦略的パートナーシップ	seɴɾjakɯtekipaːtonaːɕipːɯ
戦略的投票	seɴɾjakɯtekitoɯçjoɯ
戦略的提携	seɴɾjakɯtekiteikei
戦略的撤退	seɴɾjakɯtekitetːai
戦略空軍	seɴɾjakɯkɯɯgɯɴ
戦病死	seɴbjoɯɕi
戦禍	seɴha
戦禍	seɴka
戦禍というものを	senka to ɪuːm ono o
戦端	seɴtaɴ
戦端を開く	seɴtaɴoçiɾakɯ
戦線	sen
戦線	seɴseɴ
戦線から退却する	seɴseɴkaɾataikjakɯsɯɾɯ
戦績	seɴseki
戦艦	seɴkaɴ
戦艦大和	seɴkaɴjamato
戦術	seɴdʑutsɯ
戦術	seɴdʑɯtsɯ
戦術家	seɴdʑɯtsɯka
戦術核兵器	seɴdʑɯtsɯkakɯheiki
戦術航空統制本部	seɴdʑɯtsɯkoɯkɯɯtoɯseihoɴbɯ
戦術航空統制班	seɴdʑɯtsɯkoɯkɯɯtoɯseihaɴ
戦術計画	seɴdʑɯtsɯkeikakɯ
戦記	seŋki
戦記	seɴki
戦記	θˈæŋkˌi
戦評	senpjoɯ
戦費	seɴpi
戦跡	seɴseki
戦車	senso
戦車	seɴɕa
戦車だけでなく	senɕa dakedenaku
戦車をトラックに見せかけたりもした	senɕa o torakku ni misekake tari mo ɕita
戦車兵	seɴɕahei
戦車揚陸艦	seɴɕajoɯɾikɯkaɴ
戦車揚陸艦	seɴɕajɯɯɾikɯkaɴ
戦車隊	seɴɕatai
戦闘	seɴtoɯ
戦闘スタイルは	sentoː sutairuva
戦闘ストレス反応	seɴtoɯsɯtoɾesɯhaɴnoɯ
戦闘ロボ	seɴtoɯɾobo
戦闘不能	seɴtoɯɸɯnɯ
戦闘不能となる	sentoː funoː to naru
戦闘任務	seɴtoɯniɴmɯ
戦闘前哨	seɴtoɯzeɴɕoɯ
戦闘力	seɴtoɯɾjokɯ
戦闘員	seɴtoɯiɴ
戦闘帽	seɴtoɯboɯ
戦闘序列	seɴtoɯdʑoɾetsɯ
戦闘後に得られる兵糧を使用する事で成長させる事ができ	sentoː go ni e rareru hjoːroː ɕi ɪoːsuru koto de seːtɕoːsa seru koto ga deki
戦闘支援	seɴtoɯɕieɴ
戦闘支援計画	seɴtoɯɕieɴkeikakɯ
戦闘服	seɴtoɯkɯ
戦闘服	seɴtoɯɸɯkɯ
戦闘機	seɴtoɯki
戦闘機や戦車などのグラフィックの多くは	sentoːki ɪa senɕa nado no gurafikku noː kuva
戦闘正面幅	seɴtoɯɕoɯmeɴhaba
戦闘爆撃機	seɴtoɯbakɯgekiki
戦闘犠牲者	seɴtoɯgiseiɕa
戦闘狂	seɴtoɯkjoɯ
戦闘的	seɴtoɯteki
戦闘糧食	seɴtoɯɾjoɯɕokɯ
戦闘艦	seɴtoɯkaɴ
戦闘行動	seɴtoɯkoːdoː
戦闘配置	seɴtoɯhaitɕi
戦闘陣地	seɴtoɯdʑiɴtɕi
戦闘陣地の前縁	seɴtoɯdʑiɴtɕinozeɴeɴ
戦闘電子戦情報	seɴtoɯdeɴɕiseɴdʑoɯhoɯ
戦陣	seɴdʑiɴ
戦陣訓	seɴdʑiɴkɯɴ
戦隊	seɴai
戦隊	seɴtai
戦雲	seɴɯɴ
截ち切る	tatɕikiɾɯ
截ち割る	tatɕiɰᵝaɾɯ
截つ	tatsɯ
截り口	kiɾikɯtɕi
截り金	kiɾikane
截る	kiɾɯ
截る	ki̥ɾɯ
截拳道	dʑiːkɯɴdoː
截断	saidaɴ
截断	setsɯdaɴ
截断機	setsɯdaɴki
截断面	setsɯdaɴmeɴ
截然	saizeɴ
截然	setsɯzeɴ
截金	kiɾikane
截金	saikiɴ
戮力協心	ɾikɯɾjokɯkjoɯɕiɴ
戯	adʑaɾa
戯	adʑaɾe
戯	azaɾe
戯	gi
戯	tawamureru
戯える	sobaeɾɯ
戯かす	dʑaɾakasɯ
戯け	odoke
戯け	taɰᵝake
戯けた	odʑoɯketa
戯ける	odokeɾɯ
戯ける	taɰᵝakeɾɯ
戯け口	odokegɯtɕi
戯け者	odokemono
戯け者	taɰᵝakemono
戯け芝居	odokeɕibai
戯け話	odokebanaɕi
戯す	dʑaɾasɯ
戯つく	dʑaɾatsɯkɯ
戯らす	dʑaɾasɯ
戯る	taɰᵝamɯɾɯ
戯れ	taɰᵝamɯɾe
戯れつく	dʑaɾetsɯkɯ
戯れる	dʑaɾeɾɯ
戯れる	taɰᵝamɯɾeɾɯ
戯れる	zaɾeɾɯ
戯れ事	taɰᵝamɯɾegoto
戯れ事	zaɾegoto
戯れ付く	dʑaɾetsɯkɯ
戯れ合う	dʑaɾeaɯ
戯れ歌	zaɾeɯta
戯れ言	taɰᵝabɯɾegoto
戯れ言	taɰᵝamɯɾegoto
戯れ言	tsɾegoto
戯れ言	zaɾegoto
戯れ言	zaɾekoto
戯事	taɰᵝamɯɾegoto
戯事	zaɾegoto
戯交わす	zaɾekaɰᵝasɯ
戯作	gesakɯ
戯作	ge̞sakɯ
戯作	gisakɯ
戯作三昧	gesakɯzaɴmai
戯作者	gesakɯɕa
戯奴	ɰᵝake
戯弄	giɾoɯ
戯文	gibɯɴ
戯曲	gikjokɯ
戯書	giɕo
戯書き	zaɾegaki
戯歌	zaɾeɯta
戯画	giga
戯称	giɕoɯ
戯笑	giɕoɯ
戯絵	zaɾee
戯言	gigeɴ
戯言	taɰᵝabɯɾegoto
戯言	taɰᵝagoto
戯言	taɰᵝakoto
戯言	taɰᵝamɯɾegoto
戯言	zaɾegoto
戯言	zaɾekoto
戯評	giçjoɯ
戯談	dʑoɯdaɴ
戯談	gedaɴ
戯談	gidaɴ
戰隊	seɴtai
戲ける	odokeɾɯ
戲ける	taɰᵝakeɾɯ
戲け者	odokemono
戲け者	taɰᵝakemono
戲言	gigeɴ
戲言	taɰᵝagoto
戲言	taɰᵝakoto
戴	tai
戴き	itadaki
戴きました	itadakimaɕita
戴きます	itadakimasɯ
戴き物	itadakimono
戴く	itadakɯ
戴ける	itadakeɾɯ
戴冠	taikaɴ
戴冠式	taikaɴɕiki
戴冠直前のサーディのお忍び旅行を許可したが	taikan tɕokuzen no saːdi no oɕinobi rjokoː kj okaɕitaga
戴勝	jatsɯgaɕiɾa
戴天	taiteɴ
戴白	taihakɯ
戸	ko
戸	to
戸	tɔ
戸々	koko
戸々	kokoɯ
戸まら	tomaɾa
戸を引いて下さい。	toɯçitekɯdasai
戸を破る	toojabɯɾɯ
戸を立てる	tootateɾɯ
戸を開けようとしたが	to o akeɪoːt oɕitaga
戸を開ける	tooakeɾɯ
戸主	koɕɯ
戸主権	koɕɯkeɴ
戸冠	tokaɴmɯɾi
戸別	kobetsɯ
戸別	ko̞ːbetsɯ
戸別訪問	kobetsɯhoɯmoɴ
戸口	kokoɯ
戸口	togɯtɕi
戸口へ走って行った	togutɕi e haɕitte itta
戸口調査	kokoɯtɕoɯsa
戸垂	toðaɾe
戸垂れ	todaɾe
戸外	kogai
戸外	koŋae
戸外	koɯai
戸外	koːˈgai
戸外撮影	kogaisatsɯei
戸建	kodate
戸建て	kodate
戸建て	oɴdate
戸当たり	toataɾi
戸当り	toataɾi
戸惑い	tomadoi
戸惑う	tomadoɯ
戸惑う	tomadu
戸戸	koko
戸戸	kokoɯ
戸数	kosɯɯ
戸板	toita
戸板平目	toitabiɾame
戸板返し	toitagaeɕi
戸棚	todana
戸棚	toðana
戸棚風呂	todanabɯɾo
戸毎	kogoto
戸毎目張	togotːomebaɾɯ
戸毎眼張	togotːomebaɾɯ
戸毎鮴	togotːomebaɾɯ
戸浪	tonami
戸田市	to daɴɕi
戸田平橋	toðaçiɾabaɕi
戸田菜穂	toða na ho
戸畑区	tobatakɯ
戸立蜘蛛	totategɯmo
戸籍	koseki
戸籍係	kosekigakaɾi
戸籍抄本	kosekiɕoɯhoɴ
戸籍法	kosekihoɯ
戸籍簿	kosekibo
戸籍調べ	kosekiɕiɾabe
戸籍謄本	kosekitoɯhoɴ
戸締まり	todʑimaɾi
戸締り	to dʑimaɾi
戸締り	todʑimaɾi
戸繰り	togɯɾi
戸袋	tobɯkɯɾo
戸走り	tobaɕiɾi
戸車	togɯɾɯma
戸部	kobɯ
戸部	kohoɯ
戸閉蜘蛛	totategɯmo
戸障子	toɕoɯdʑi
戸隠村	toŋakɯmura
戻	modoru
戻	modosu
戻	rei
戻し	modoɕi
戻し	motoɕi
戻し交配	modoɕikoɯhai
戻し交雑	modoɕikoɯzatsɯ
戻す	modosɯ
戻す	moto sɯ
戻ってきて	modtːekite
戻ってくる	mdotːekɯɾɯ
戻ってくる	modotːekɯɾɯ
戻って来る	modotːekɯɾɯ
戻って行く	modotːeikɯ
戻り	mdoɾi
戻り	modoɾi
戻り	monoɾi
戻ります	mdoɾimasɯ
戻り値	modoɾitɕi
戻り値	motoɾitɕi
戻り道	modoɾimitɕi
戻る	mdoɾɯ
戻る	modoɾɯ
戻入	ɾeinjɯɯ
房	bou
房	boɯ
房	fusa
房	fã
房	ɸɯsa
房々	ɸɯsaɸɯsa
房々した	ɸɯsaɸɯsaɕita
房すぐり	ɸɯsasɯgɯɾi
房の内	boɯnoɯtɕi
房スグリ	ɸɯsasɯgɯɾi
房中	boɯtɕɯɯ
房中術	boɯtɕɯɯdʑɯtsɯ
房主	boɯzɯ
房之助	fusanosuke
房事	boɯdʑi
房代	ɸɯsa
房子	fusako
房実	fusazane
房室	boɯɕitsɯ
房室	oɯɕitsɯ
房室弁	boɯɕitsɯbeɴ
房室結節	boɯɕitsɯkesːetsɯ
房宿	soiboɕi
房尾巻猿	ɸɯsaomakizaɾɯ
房州	boɯsɯ
房房	ɸɯsaɸɯsa
房房した	ɸɯsa bɯsa ɕita
房房した	ɸɯsaɸɯsaɕita
房星	soiboɕi
房楊枝	ɸɯsajoɯdʑi
房毛	ɸɯsage
房水	boɯsɯi
房総	boɯsɯ
房総	boːsoː
房藻	ɸɯsamo
房術	boɯdʑɯtsɯ
房酸塊	ɸɯsasɯgɯɾi
房飾り	ɸɯsakazaɾi
所	toko
所	tokoro
所	tokoɾ
所	tokoɾo
所	ɕo
所々	tokoɾodokoɾo
所々	ɕoɕo
所々方々	ɕoɕohoɯboɯ
所か	dokoɾoka
所が	tokoroga
所が	tokoɾoga
所せし	tokoɾoseɕi
所せまし	tokoɾosemaɕi
所で	tokoɾode
所では	tokoɾodeha
所ではない	dokoɾodehanai
所により	tokoɾonijoɾi
所の事情	ɕonodʑidʑoɯ
所へ	tokoɾohe
所もあろうに	tokoro moaroːn i
所を替える	tokoɾookaeɾɯ
所与	ɕojo
所以	jɯeɴ
所作	sosa
所作	ɕosa
所作	ɕo̞saa
所作	ʃosˌa
所作事	ɕosagoto
所信	ɕoɕiɴ
所信	ʃo̞˨˦ɕi̥˥
所信表明演説	ɕoɕiɴçjoɯmeieɴzetsɯ
所内	sɔnai
所内	ɕonai
所出	ɕoɕɯtsɯ
所労	ɕoɾoɯ
所収	ɕoɕɯɯ
所員	ɕoiɴ
所在	ɕozai
所在ない	ɕo zai nai
所在ない	ɕozainai
所在なげ	ɕozainage
所在不明	ɕozaiɸɯmei
所在地	ɕozaitɕi
所在無い	ɕozainai
所在無げ	ɕozainage
所場	ɕoba
所変わって	tokoɾokaɰᵝatːe
所変われば品変わる	tokoɾkaɰᵝaɾebaɕinakaɰᵝaɾɯ
所変われば品変わる	tokoɾokaɰᵝaɾebaɕinakaɰᵝaɾɯ
所嫌わず	tokoɾokiɾaɰᵝazɯ
所存	ɕozoɴ
所存	ɕo̙˨tsɔ˥˩ŋ˥˥
所定	sotei
